B365_decimal_a,B365_decimal_b,B365_valid,PS_decimal_a,PS_decimal_b,PS_valid,a_1stIn,a_1stWon,a_2ndWon,a_SvGms,a_ace,a_age_years,a_bpFaced,a_bpSaved,a_df,a_entity_id,a_entry,a_hand,a_height_cm,a_identity_correction,a_identity_metadata_status,a_ioc,a_rank,a_rank_points,a_seed,a_source_id,a_source_name,a_source_side,a_svpt,a_won,abandoned,additional_count_evidence,archive_date_basis,b_1stIn,b_1stWon,b_2ndWon,b_SvGms,b_ace,b_age_years,b_bpFaced,b_bpSaved,b_df,b_entity_id,b_entry,b_hand,b_height_cm,b_identity_correction,b_identity_metadata_status,b_ioc,b_rank,b_rank_points,b_seed,b_source_id,b_source_name,b_source_side,b_svpt,best_of,competition_type,completed,count_block_status,count_correction_applied,court_recorded,date_basis,defaulted,draw_size,identity_basis,identity_tier,market_source_path,market_source_row,market_source_sha256,match_date,match_id,match_num,minutes,played,player_a,player_b,population_basis,ranking_metadata_basis,retired,round,score,season,source_correction,source_field_agreement,source_file_sha256,source_key,source_line_number,source_member,source_row_number,source_season,started_evidence,status,surface,tourney_anchor_date,tourney_id,tourney_level,tourney_name,walkover
7.674,1.076,true,12.136,1.055,true,55,42,15,14,5,16.9,2,2,1,200002,,R,189,,synthetic,SYN,35,863,,200002,P 02,l,89,false,false,,synthetic_event_anchor,50,41,19,12,6,24.5,6,2,4,200006,,R,193,,synthetic,SYN,6,6361,3,200006,P 06,w,80,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,31,,2012-01-27,2012-302/15,15,69,true,200002,200006,level_A,synthetic,false,F,6-3 6-4,2012,,true,,2012-302/15,31,atp_matches_2012.csv,30,2012,,completed,Hard,20120123,2012-302,A,Sample 302,false
11.792,1.025,true,,,false,94,48,25,26,6,17.3,2,1,2,200029,,L,194,,synthetic,SYN,83,123,,200029,P 29,l,164,false,false,,synthetic_event_anchor,58,44,27,17,8,14.2,4,2,1,200035,,R,204,,synthetic,SYN,4,7339,3,200035,P 35,w,111,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,32,,2012-02-06,2012-501/1,1,215,true,200029,200035,level_G,synthetic,false,R32,3-6 0-6 1-6,2012,,true,,2012-501/1,32,atp_matches_2012.csv,31,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.025,11.792,true,1.055,12.136,true,86,64,29,21,9,27.4,4,2,2,200023,,R,197,,synthetic,SYN,3,7884,6,200023,P 23,w,135,true,false,,synthetic_event_anchor,75,45,22,20,7,28.9,3,2,3,200043,Q,R,173,,synthetic,SYN,58,244,,200043,P 43,l,125,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,33,,2012-02-07,2012-501/2,2,94,true,200023,200043,level_G,synthetic,false,R32,6-4 3-6 6-0 0-6 4-6,2012,,true,,2012-501/2,33,atp_matches_2012.csv,32,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.187,4.603,true,1.264,4.182,true,67,59,19,15,8,18.8,5,4,3,200021,,L,205,,synthetic,SYN,10,4784,8,200021,P 21,w,98,true,false,,synthetic_event_anchor,70,52,17,16,9,15.0,9,8,2,200039,,R,188,,synthetic,SYN,24,1796,,200039,P 39,l,105,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,34,,2012-02-06,2012-501/3,3,170,true,200021,200039,level_G,synthetic,false,R32,6-4 6-1 6-4,2012,,true,,2012-501/3,34,atp_matches_2012.csv,33,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
7.647,1.076,true,6.776,1.133,true,47,31,8,11,5,16.9,5,2,3,200002,,R,189,,synthetic,SYN,35,863,,200002,P 02,l,68,false,false,,synthetic_event_anchor,82,75,35,20,5,24.4,7,5,2,200020,,R,184,,synthetic,SYN,2,8470,2,200020,P 20,w,129,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,35,,2012-02-07,2012-501/4,4,155,true,200002,200020,level_G,synthetic,false,R32,6-2 6-1 6-0,2012,,true,,2012-501/4,35,atp_matches_2012.csv,34,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.162,5.021,true,1.138,6.594,true,73,51,27,18,8,24.5,4,2,2,200006,,R,193,,synthetic,SYN,5,6832,4,200006,P 06,l,117,false,false,,synthetic_event_anchor,69,52,26,19,7,17.2,6,4,5,200009,,R,185,,synthetic,SYN,28,1368,,200009,P 09,w,119,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,36,,2012-02-06,2012-501/5,5,58,true,200006,200009,level_G,synthetic,false,R32,0-6 6-3 4-6 6-0 6-1,2012,,true,,2012-501/5,36,atp_matches_2012.csv,35,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
6.267,1.111,true,7.580,1.113,true,69,44,33,21,7,28.9,7,5,4,200011,,R,176,,synthetic,SYN,75,142,,200011,P 11,l,137,false,false,,synthetic_event_anchor,63,48,23,16,9,21.9,6,6,2,200046,Q,R,202,,synthetic,SYN,14,3604,,200046,P 46,w,102,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,37,,2012-02-07,2012-501/6,6,195,true,200011,200046,level_G,synthetic,false,R32,6-1 1-6 0-6 2-6,2012,,true,,2012-501/6,37,atp_matches_2012.csv,36,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.275,3.628,true,,,false,89,74,42,23,7,26.3,9,4,0,200034,,R,192,,synthetic,SYN,39,671,,200034,P 34,w,147,true,false,,synthetic_event_anchor,79,53,27,20,4,19.2,8,8,2,200040,,R,180,,synthetic,SYN,38,714,,200040,P 40,l,129,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,38,,2012-02-06,2012-501/7,7,161,true,200034,200040,level_G,synthetic,false,R32,6-1 0-6 6-0 6-4,2012,,true,,2012-501/7,38,atp_matches_2012.csv,37,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.048,9.444,true,1.055,12.136,true,78,57,32,21,12,15.8,3,1,2,200050,,R,170,,synthetic,SYN,11,4456,5,200050,P 50,l,137,false,false,,synthetic_event_anchor,40,34,13,10,5,24.6,8,5,1,200059,,L,195,,synthetic,SYN,52,322,,200059,P 59,w,63,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,39,,2012-02-07,2012-501/8,8,203,true,200050,200059,level_G,synthetic,false,R32,6-0 6-2 6-0,2012,,true,,2012-501/8,39,atp_matches_2012.csv,38,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
11.668,1.026,true,10.336,1.072,true,69,42,18,17,6,28.3,2,1,3,200030,,R,203,,synthetic,SYN,41,594,,200030,P 30,l,107,false,false,,synthetic_event_anchor,69,65,30,17,13,18.9,2,1,0,200078,,L,196,,synthetic,SYN,6,6361,1,200078,P 78,w,109,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,40,,2012-02-06,2012-501/9,9,106,true,200030,200078,level_G,synthetic,false,R32,2-6 6-0 4-6 4-6,2012,,true,,2012-501/9,40,atp_matches_2012.csv,39,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
4.435,1.198,true,4.324,1.252,true,74,43,19,18,2,14.3,8,6,3,200005,,R,189,,synthetic,SYN,34,921,,200005,P 05,l,116,false,false,,synthetic_event_anchor,61,50,20,14,7,27.7,6,1,2,200019,,R,201,,synthetic,SYN,9,5136,7,200019,P 19,w,89,5,individual_tour,false,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,41,,2012-02-07,2012-501/10,10,221,true,200005,200019,level_G,synthetic,true,R32,6-0 6-3 3-1 RET,2012,,true,,2012-501/10,41,atp_matches_2012.csv,40,2012,,retired,Hard,20120206,2012-501,G,Sample 501,false
3.863,1.248,true,3.101,1.413,true,64,52,18,14,9,17.4,4,2,0,200004,,R,,,synthetic,SYN,32,1049,,200004,P 04,w,92,true,false,,synthetic_event_anchor,73,51,29,20,10,17.4,3,2,4,200027,WC,R,177,,synthetic,SYN,12,4151,,200027,P 27,l,125,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,42,,2012-02-06,2012-501/11,11,84,true,200004,200027,level_G,synthetic,false,R32,2-6 1-6 0-6,2012,,true,,2012-501/11,42,atp_matches_2012.csv,41,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.349,3.136,true,1.447,2.951,true,66,48,21,16,6,14.8,10,6,0,200010,,L,204,,synthetic,SYN,30,1197,,200010,P 10,w,104,true,false,,synthetic_event_anchor,43,26,10,10,3,28.1,5,2,1,200033,,L,176,,synthetic,SYN,42,559,,200033,P 33,l,63,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,43,,2012-02-07,2012-501/12,12,90,true,200010,200033,level_G,synthetic,false,R32,4-6 4-6 6-3 2-6,2012,,true,,2012-501/12,43,atp_matches_2012.csv,42,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
,,false,3.375,1.363,true,34,24,6,8,1,20.6,1,1,0,200017,,R,191,,synthetic,SYN,27,1464,,200017,P 17,l,51,false,false,,synthetic_event_anchor,62,53,24,15,6,24.4,9,4,2,200024,,R,171,,synthetic,SYN,15,3358,,200024,P 24,w,99,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,44,,2012-02-06,2012-501/13,13,112,true,200017,200024,level_G,synthetic,false,R32,6-1 3-6 1-6 6-0 6-4,2012,,true,,2012-501/13,44,atp_matches_2012.csv,43,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
2.132,1.692,true,2.103,1.803,true,74,53,23,18,11,27.8,4,2,0,200007,,R,184,,synthetic,SYN,63,200,,200007,P 07,l,118,false,false,,synthetic_event_anchor,53,44,19,14,7,25.1,7,6,2,200028,,R,195,,synthetic,SYN,49,376,,200028,P 28,w,91,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,45,,2012-02-07,2012-501/14,14,62,true,200007,200028,level_G,synthetic,false,R32,6-1 0-6 6-1 6-2,2012,,true,,2012-501/14,45,atp_matches_2012.csv,44,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.422,2.802,true,1.561,2.568,true,70,55,26,18,7,19.5,5,2,2,200045,,R,,,synthetic,SYN,25,1677,,200045,P 45,w,112,true,false,,synthetic_event_anchor,69,48,18,17,3,15.6,1,1,3,200089,,R,205,,synthetic,SYN,55,279,,200089,P 89,l,106,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,46,,2012-02-06,2012-501/15,15,199,true,200045,200089,level_G,synthetic,false,R32,1-6 6-4 6-0 2-6 0-6,2012,,false,,2012-501/15,46,atp_matches_2012.csv,45,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
2.045,1.751,true,2.045,1.848,true,71,62,26,17,9,21.3,5,2,2,200018,,R,176,,synthetic,SYN,8,5515,,200018,P 18,w,110,true,false,,synthetic_event_anchor,102,76,34,26,12,29.8,3,1,2,200026,Q,R,192,,synthetic,SYN,26,1567,,200026,P 26,l,169,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,47,,2012-02-07,2012-501/16,16,224,true,200018,200026,level_G,synthetic,false,R32,6-0 6-4 6-3,2012,,true,,2012-501/16,47,atp_matches_2012.csv,46,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.540,2.435,true,1.396,3.190,true,77,55,21,19,12,27.4,6,1,2,200023,,R,197,,synthetic,SYN,3,7884,6,200023,P 23,w,119,true,false,,synthetic_event_anchor,93,68,26,22,6,14.2,8,6,1,200035,,R,204,,synthetic,SYN,4,7339,3,200035,P 35,l,140,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,48,,2012-02-08,2012-501/17,17,72,true,200023,200035,level_G,synthetic,false,R16,6-1 6-1 0-6 6-1,2012,,true,,2012-501/17,48,atp_matches_2012.csv,47,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.522,2.481,true,1.596,2.479,true,89,69,39,24,8,24.4,7,2,4,200020,,R,184,,synthetic,SYN,2,8470,2,200020,P 20,l,156,false,false,,synthetic_event_anchor,61,45,22,17,6,18.8,6,4,1,200021,,L,205,,synthetic,SYN,10,4784,8,200021,P 21,w,106,5,individual_tour,false,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,49,,2012-02-09,2012-501/18,18,145,true,200020,200021,level_G,synthetic,true,R16,6-1 3-6 1-6 3-1 RET,2012,,true,,2012-501/18,49,atp_matches_2012.csv,48,2012,,retired,Hard,20120206,2012-501,G,Sample 501,false
3.341,1.315,true,3.114,1.411,true,66,48,14,16,3,17.2,3,1,2,200009,,R,185,,synthetic,SYN,28,1368,,200009,P 09,l,101,false,false,,synthetic_event_anchor,65,54,25,17,5,21.9,5,3,1,200046,,R,202,,synthetic,SYN,14,3604,,200046,P 46,w,107,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,50,,2012-02-08,2012-501/19,19,138,true,200009,200046,level_G,synthetic,false,R16,6-2 6-2 0-6 6-2,2012,,true,,2012-501/19,50,atp_matches_2012.csv,49,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.407,2.862,true,1.281,4.013,true,58,44,26,16,8,26.3,6,4,3,200034,,R,192,,synthetic,SYN,39,671,,200034,P 34,l,105,false,false,,synthetic_event_anchor,65,49,25,18,8,24.6,4,4,8,200059,,L,195,,synthetic,SYN,52,322,,200059,P 59,w,113,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,51,,2012-02-09,2012-501/20,20,107,true,200034,200059,level_G,synthetic,false,R16,3-6 6-4 2-6 6-0 6-2,2012,,true,,2012-501/20,51,atp_matches_2012.csv,50,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
2.895,1.399,true,2.661,1.529,true,52,32,17,13,5,27.7,6,3,0,200019,,R,201,,synthetic,SYN,9,5136,7,200019,P 19,l,81,false,false,,synthetic_event_anchor,70,63,27,18,5,18.9,9,4,1,200078,,L,196,,synthetic,SYN,6,6361,1,200078,P 78,w,113,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,52,,2012-02-08,2012-501/21,21,107,true,200019,200078,level_G,synthetic,false,R16,6-0 6-1 6-3,2012,,true,,2012-501/21,52,atp_matches_2012.csv,51,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
2.097,1.715,true,2.217,1.727,true,44,41,16,11,4,17.4,7,3,4,200004,,R,,,synthetic,SYN,32,1049,,200004,P 04,w,71,true,false,,synthetic_event_anchor,68,56,27,18,7,14.8,9,5,3,200010,,L,204,,synthetic,SYN,30,1197,,200010,P 10,l,114,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,53,,2012-02-09,2012-501/22,22,198,true,200004,200010,level_G,synthetic,false,R16,1-6 4-6 0-6,2012,,true,,2012-501/22,53,atp_matches_2012.csv,52,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.468,2.641,true,1.594,2.482,true,79,64,31,20,7,24.4,8,6,3,200024,,R,171,,synthetic,SYN,15,3358,,200024,P 24,w,131,true,false,,synthetic_event_anchor,67,42,18,17,1,25.1,3,1,1,200028,,R,195,,synthetic,SYN,49,376,,200028,P 28,l,107,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,54,,2012-02-08,2012-501/23,23,66,true,200024,200028,level_G,synthetic,false,R16,6-3 6-3 6-3,2012,,true,,2012-501/23,54,atp_matches_2012.csv,53,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.626,2.247,true,,,false,74,66,32,19,10,21.3,7,5,2,200018,,R,176,,synthetic,SYN,8,5515,,200018,P 18,w,123,true,false,,synthetic_event_anchor,64,55,35,19,7,19.5,1,0,1,200045,,R,,,synthetic,SYN,25,1677,,200045,P 45,l,121,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,55,,2012-02-09,2012-501/24,24,157,true,200018,200045,level_G,synthetic,false,R16,6-2 1-6 6-3 6-4,2012,,false,,2012-501/24,55,atp_matches_2012.csv,54,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
2.062,1.739,true,2.358,1.650,true,76,59,25,19,10,18.8,6,5,1,200021,,L,205,,synthetic,SYN,10,4784,8,200021,P 21,l,119,false,false,,synthetic_event_anchor,90,72,38,23,12,27.4,3,2,2,200023,,R,197,,synthetic,SYN,3,7884,6,200023,P 23,w,146,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,56,,2012-02-13,2012-501/25,25,103,true,200021,200023,level_G,synthetic,false,QF,6-4 4-6 6-4 6-1,2012,,true,,2012-501/25,56,atp_matches_2012.csv,55,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.113,6.177,true,1.246,4.398,true,73,59,21,17,13,21.9,3,2,4,200046,,R,202,,synthetic,SYN,15,3358,,200046,P 46,w,110,true,false,,synthetic_event_anchor,73,52,12,15,7,24.6,5,3,3,200059,,L,195,,synthetic,SYN,50,357,,200059,P 59,l,99,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,57,,2012-02-14,2012-501/26,26,239,true,200046,200059,level_G,synthetic,false,QF,6-1 6-3 6-3,2012,,true,,2012-501/26,57,atp_matches_2012.csv,56,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
5.060,1.160,true,8.008,1.105,true,62,46,28,17,8,17.5,6,4,2,200004,,R,,,synthetic,SYN,32,1049,,200004,P 04,l,111,false,false,,synthetic_event_anchor,55,49,25,14,6,18.9,7,6,1,200078,,L,196,,synthetic,SYN,6,6361,1,200078,P 78,w,90,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,58,,2012-02-13,2012-501/27,27,139,true,200004,200078,level_G,synthetic,false,QF,4-6 6-2 2-6 6-0 6-4,2012,,true,,2012-501/27,58,atp_matches_2012.csv,57,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.975,1.806,true,1.882,2.005,true,95,85,33,24,15,21.3,7,4,3,200018,,R,176,,synthetic,SYN,8,5515,,200018,P 18,w,155,true,false,,synthetic_event_anchor,84,58,29,21,3,24.5,4,2,1,200024,,R,171,,synthetic,SYN,14,3604,,200024,P 24,l,134,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,59,,2012-02-14,2012-501/28,28,195,true,200018,200024,level_G,synthetic,false,QF,6-1 6-0 6-1,2012,,true,,2012-501/28,59,atp_matches_2012.csv,58,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
1.445,2.718,true,1.483,2.811,true,72,54,23,17,7,27.4,5,2,0,200023,,R,197,,synthetic,SYN,3,7884,6,200023,P 23,w,110,true,false,,synthetic_event_anchor,86,66,22,21,7,21.9,3,3,3,200046,,R,202,,synthetic,SYN,15,3358,,200046,P 46,l,135,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,60,,2012-02-16,2012-501/29,29,104,true,200023,200046,level_G,synthetic,false,SF,0-6 6-3 4-6 6-3 4-6,2012,,true,,2012-501/29,60,atp_matches_2012.csv,59,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
4.546,1.190,true,6.287,1.148,true,67,56,29,17,7,21.3,5,1,2,200018,,R,176,,synthetic,SYN,8,5515,,200018,P 18,w,108,true,false,,synthetic_event_anchor,67,60,22,15,8,19.0,5,5,0,200078,,L,196,,synthetic,SYN,6,6361,1,200078,P 78,l,98,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,61,,2012-02-16,2012-501/30,30,148,true,200018,200078,level_G,synthetic,false,SF,0-6 3-6 6-4 4-6,2012,,true,,2012-501/30,61,atp_matches_2012.csv,60,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
3.622,1.276,true,3.471,1.348,true,83,70,26,20,9,21.3,3,2,2,200018,,R,176,,synthetic,SYN,8,5515,,200018,P 18,w,127,true,false,,synthetic_event_anchor,81,53,22,20,9,27.4,7,6,3,200023,,R,197,,synthetic,SYN,3,7884,6,200023,P 23,l,126,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,62,,2012-02-18,2012-501/31,31,212,true,200018,200023,level_G,synthetic,false,F,6-4 6-1 0-6 6-1,2012,,true,,2012-501/31,62,atp_matches_2012.csv,61,2012,,completed,Hard,20120206,2012-501,G,Sample 501,false
11.792,1.025,true,12.136,1.055,true,40,18,11,11,5,29.2,9,7,2,200049,Q,R,203,,synthetic,SYN,100,107,,200049,P 49,l,71,false,false,,synthetic_event_anchor,40,39,25,12,6,19.0,5,2,0,200078,Q,L,196,,synthetic,SYN,6,6361,1,200078,P 78,w,74,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,63,,2012-02-20,2012-401/1,1,73,true,200049,200078,level_M,synthetic,false,R32,6-1 6-1,2012,,true,,2012-401/1,63,atp_matches_2012.csv,62,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
11.792,1.025,true,10.135,1.074,true,48,28,14,13,6,28.9,0,0,1,200011,,R,176,,synthetic,SYN,73,148,,200011,P 11,l,82,false,false,,synthetic_event_anchor,47,34,13,12,6,27.8,5,2,5,200019,WC,R,201,,synthetic,SYN,9,5136,7,200019,P 19,w,76,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,64,,2012-02-21,2012-401/2,2,67,true,200011,200019,level_M,synthetic,false,R32,4-6 6-1 6-0,2012,,true,,2012-401/2,64,atp_matches_2012.csv,63,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
1.025,11.792,true,1.055,12.136,true,30,26,16,9,4,24.5,5,4,1,200006,,R,193,,synthetic,SYN,5,6832,4,200006,P 06,w,56,true,false,,synthetic_event_anchor,50,32,7,10,4,27.5,6,3,0,200037,WC,R,191,,synthetic,SYN,79,131,,200037,P 37,l,66,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,65,,2012-02-20,2012-401/3,3,102,true,200006,200037,level_M,synthetic,false,R32,0-6 6-2 4-6,2012,,true,,2012-401/3,65,atp_matches_2012.csv,64,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
4.565,1.189,true,4.148,1.268,true,30,22,16,9,7,22.0,2,2,3,200016,WC,R,174,,synthetic,SYN,24,1796,,200016,P 16,l,55,false,false,,synthetic_event_anchor,20,16,15,7,2,14.2,8,6,1,200035,,R,204,,synthetic,SYN,4,7339,3,200035,P 35,w,43,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,66,,2012-02-21,2012-401/4,4,62,true,200016,200035,level_M,synthetic,false,R32,6-3 6-4,2012,,true,,2012-401/4,66,atp_matches_2012.csv,65,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
1.037,10.474,true,1.055,12.136,true,44,36,20,12,6,27.4,6,4,1,200023,,R,197,,synthetic,SYN,3,7884,6,200023,P 23,w,74,true,false,,synthetic_event_anchor,49,25,14,12,3,24.6,2,2,2,200059,,L,195,,synthetic,SYN,52,322,,200059,P 59,l,79,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic_provisional,provisional,synthetic,67,,2012-02-20,2012-401/5,5,117,true,200023,200059,level_M,synthetic,false,R32,4-6 6-3 6-2,2012,,true,,2012-401/5,67,atp_matches_2012.csv,66,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
1.096,6.764,true,1.134,6.766,true,41,30,19,11,4,29.9,11,5,0,200026,,R,192,,synthetic,SYN,23,1923,,200026,P 26,w,71,true,false,,synthetic_event_anchor,53,29,11,12,5,26.8,9,7,2,200038,,R,180,,synthetic,SYN,81,127,,200038,P 38,l,78,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,68,,2012-02-21,2012-401/6,6,108,true,200026,200038,level_M,synthetic,false,R32,1-6 6-4 6-1,2012,,true,,2012-401/6,68,atp_matches_2012.csv,67,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
1.063,8.379,true,1.121,7.235,true,58,41,15,13,10,18.8,7,1,1,200021,,L,205,,synthetic,SYN,10,4784,8,200021,P 21,w,81,true,false,,synthetic_event_anchor,56,41,19,14,4,22.0,5,2,1,200042,,R,195,,synthetic,SYN,74,145,,200042,P 42,l,92,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,69,,2012-02-20,2012-401/7,7,60,true,200021,200042,level_M,synthetic,false,R32,6-0 2-6 3-6,2012,,false,,2012-401/7,69,atp_matches_2012.csv,68,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
3.922,1.242,true,5.456,1.181,true,50,38,14,12,3,26.2,3,3,0,200041,,L,202,,synthetic,SYN,21,2208,,200041,P 41,w,79,true,false,,synthetic_event_anchor,43,34,13,11,6,21.9,2,2,0,200046,Q,R,202,,synthetic,SYN,14,3604,,200046,P 46,l,72,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,70,,2012-02-21,2012-401/8,8,117,true,200041,200046,level_M,synthetic,false,R32,6-3 6-0,2012,,true,,2012-401/8,70,atp_matches_2012.csv,69,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
6.746,1.097,true,9.557,1.081,true,50,43,19,13,5,17.5,2,1,0,200004,Q,R,,,synthetic,SYN,28,1368,,200004,P 04,l,85,false,false,,synthetic_event_anchor,34,29,21,10,5,24.4,11,6,0,200020,,R,184,,synthetic,SYN,2,8470,2,200020,P 20,w,61,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,71,,2012-02-20,2012-401/9,9,73,true,200004,200020,level_M,synthetic,false,R32,3-6 6-4 6-0,2012,,true,,2012-401/9,71,atp_matches_2012.csv,70,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
2.221,1.640,true,2.079,1.822,true,49,34,17,13,4,21.2,5,2,5,200003,,R,203,,synthetic,SYN,26,1567,,200003,P 03,l,83,false,false,,synthetic_event_anchor,42,39,12,10,4,21.3,5,3,2,200018,,R,176,,synthetic,SYN,8,5515,,200018,P 18,w,63,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,72,,2012-02-21,2012-401/10,10,92,true,200003,200018,level_M,synthetic,false,R32,6-1 1-6 6-4,2012,,true,,2012-401/10,72,atp_matches_2012.csv,71,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
1.132,5.671,true,1.267,4.154,true,21,16,11,6,4,17.5,10,5,0,200027,WC,R,177,,synthetic,SYN,13,3867,,200027,P 27,w,37,true,false,,synthetic_event_anchor,44,28,17,11,4,19.3,4,3,2,200040,,R,180,,synthetic,SYN,38,714,,200040,P 40,l,72,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,73,,2012-02-20,2012-401/11,11,98,true,200027,200040,level_M,synthetic,false,R32,2-6 6-3 6-1,2012,,true,,2012-401/11,73,atp_matches_2012.csv,72,2012,,completed,Hard,20120220,2012-401,M,Sample 401,false
