season,tourney_id,tourney_name,tourney_level,tourney_date,surface,draw_size,matches,best_of_values,completed,incomplete,deciding_sets,deciding_tiebreak_at_6_all,deciding_tiebreak_at_12_all,deciding_extended_past_7_games,deciding_decided_on_games,longest_deciding_set_games,deciding_tiebreak_loser_points,inferred_final_set_rule,inference_basis
2009,2009-W-PR-USA-01A-2009,Charleston,P,20090413,Clay,56,55,3:55,53,2,12,0,0,0,12,7,,not_observable_no_deciding_set_reached_6_all,"12 deciding set(s), none reached 6-6"
2009,2009-W-PR-USA-02A-2009,Stanford,P,20090727,Hard,32,31,3:31,31,0,10,1,0,0,9,7,5:1,deciding_set_tiebreak_at_6_all_length_unknown,1 deciding set(s) ended 7-6; the score string does not say whether the tiebreak was first to 7 or first to 10
2009,2009-W-PR-USA-03A-2009,Los Angeles,P,20090803,Hard,56,55,3:55,51,4,24,2,0,0,22,7,5:1|6:1,deciding_set_tiebreak_at_6_all_length_unknown,2 deciding set(s) ended 7-6; the score string does not say whether the tiebreak was first to 7 or first to 10
2009,2009-W-PR-USA-04A-2009,Cincinnati,P,20090810,Hard,56,55,3:55,54,1,14,3,0,0,11,7,4:1|5:1|6:1,deciding_set_tiebreak_at_6_all_length_unknown,3 deciding set(s) ended 7-6; the score string does not say whether the tiebreak was first to 7 or first to 10
2009,2009-W-PR-USA-05A-2009,New Haven,P,20090824,Hard,32,31,3:31,29,2,14,2,0,0,12,7,2:1|5:1,deciding_set_tiebreak_at_6_all_length_unknown,2 deciding set(s) ended 7-6; the score string does not say whether the tiebreak was first to 7 or first to 10
2009,2009-W-SL-AUS-01A-2009,Australian Open,G,20090119,Hard,128,127,3:127,122,5,38,0,0,4,34,9,,deciding_set_extends_past_6_all_cap_unknown,4 deciding set(s) went past 7 games (longest 9); that rules out a tiebreak at 6-all but does not separate an advantage set from a tiebreak at a later game count
2009,2009-W-SL-FRA-01A-2009,Roland Garros,G,20090525,Clay,128,127,3:127,125,2,44,0,0,6,38,10,,deciding_set_extends_past_6_all_cap_unknown,6 deciding set(s) went past 7 games (longest 10); that rules out a tiebreak at 6-all but does not separate an advantage set from a tiebreak at a later game count
2009,2009-W-SL-GBR-01A-2009,Wimbledon,G,20090622,Grass,128,127,3:127,123,4,41,0,0,4,37,9,,deciding_set_extends_past_6_all_cap_unknown,4 deciding set(s) went past 7 games (longest 9); that rules out a tiebreak at 6-all but does not separate an advantage set from a tiebreak at a later game count
2009,2009-W-SL-USA-01A-2009,US Open,G,20090831,Hard,128,127,3:127,126,1,42,6,0,0,36,7,3:1|5:2|6:2|7:1,deciding_set_tiebreak_at_6_all_length_unknown,6 deciding set(s) ended 7-6; the score string does not say whether the tiebreak was first to 7 or first to 10
2009,2009-W-WT-QAT-01A-2009,WTA Tour Championships,F,20091026,Hard,4,15,3:15,12,3,6,1,0,0,5,7,4:1,deciding_set_tiebreak_at_6_all_length_unknown,1 deciding set(s) ended 7-6; the score string does not say whether the tiebreak was first to 7 or first to 10
2010,2010-D001,Fed Cup WG R1: UKR vs ITA,D,20100206,Hard,4,4,3:4,4,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D002,Fed Cup WG R1: CZE vs GER,D,20100206,Hard,4,4,3:4,4,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D003,Fed Cup WG R1: SRB vs RUS,D,20100206,Hard,4,4,3:4,4,0,2,0,0,0,2,6,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D004,Fed Cup WG R1: FRA vs USA,D,20100206,Clay,4,4,3:4,4,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D005,Fed Cup WG2 R1: AUS vs ESP,D,20100206,Hard,4,4,3:4,4,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D006,Fed Cup WG2 R1: POL vs BEL,D,20100206,Hard,4,4,3:4,4,0,2,0,0,0,2,7,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D007,Fed Cup WG2 R1: EST vs ARG,D,20100206,Hard,4,4,3:4,4,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D008,Fed Cup WG2 R1: SVK vs CHN,D,20100206,Hard,4,4,3:4,4,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D009,Fed Cup WG SF: ITA vs CZE,D,20100424,Clay,4,4,3:4,4,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D010,Fed Cup WG SF: USA vs RUS,D,20100424,Hard,4,4,3:4,4,0,2,0,0,0,2,6,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D011,Fed Cup WG F: USA vs ITA,D,20101106,Hard,4,4,3:4,4,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D012,Fed Cup WG PO: BEL vs EST,D,20100424,Clay,4,4,3:4,4,0,3,0,0,0,3,6,,not_observable_no_deciding_set_reached_6_all,"3 deciding set(s), none reached 6-6"
2010,2010-D013,Fed Cup WG PO: UKR vs AUS,D,20100424,Clay,4,4,3:4,4,0,2,0,0,0,2,7,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D014,Fed Cup WG PO: GER vs FRA,D,20100424,Clay,4,4,3:4,4,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D015,Fed Cup WG PO: SRB vs SVK,D,20100424,Clay,4,4,3:4,4,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D016,Fed Cup WG2 PO: POL vs ESP,D,20100424,Carpet,4,4,3:4,4,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D017,Fed Cup WG2 PO: SWE vs CHN,D,20100425,Hard,4,4,3:4,4,0,2,0,0,1,1,8,,deciding_set_extends_past_6_all_cap_unknown,1 deciding set(s) went past 7 games (longest 8); that rules out a tiebreak at 6-all but does not separate an advantage set from a tiebreak at a later game count
2010,2010-D018,Fed Cup WG2 PO: CAN vs ARG,D,20100424,Carpet,4,4,3:4,4,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D019,Fed Cup WG2 PO: SLO vs JPN,D,20100424,Clay,4,4,3:4,4,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D020,Fed Cup G1 RRA: JPN vs NZL,D,20100204,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D021,Fed Cup G1 RRA: JPN vs INA,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D022,Fed Cup G1 RRA: JPN vs KOR,D,20100205,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D023,Fed Cup G1 RRA: NZL vs INA,D,20100205,Hard,4,2,3:1|5:1,1,1,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D024,Fed Cup G1 RRA: NZL vs KOR,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D025,Fed Cup G1 RRA: INA vs KOR,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D026,Fed Cup G1 RRB: UZB vs TPE,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D027,Fed Cup G1 RRB: UZB vs THA,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D028,Fed Cup G1 RRB: UZB vs KAZ,D,20100205,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D029,Fed Cup G1 RRB: TPE vs THA,D,20100205,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D030,Fed Cup G1 RRB: TPE vs KAZ,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D031,Fed Cup G1 RRB: THA vs KAZ,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D032,Fed Cup G2 RRA: IND vs SIN,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D033,Fed Cup G2 RRA: MAS vs IND,D,20100205,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D034,Fed Cup G2 RRA: MAS vs SIN,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D035,Fed Cup G2 RRB: HKG vs PHI,D,20100204,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D036,Fed Cup G2 RRB: HKG vs SYR,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D037,Fed Cup G2 RRB: HKG vs KGZ,D,20100205,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D038,Fed Cup G2 RRB: PHI vs SYR,D,20100205,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D039,Fed Cup G2 RRB: PHI vs KGZ,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D040,Fed Cup G2 RRB: SYR vs KGZ,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D041,Fed Cup G1 RRA: CAN vs BRA,D,20100205,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D042,Fed Cup G1 RRA: CAN vs PUR,D,20100204,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D043,Fed Cup G1 RRA: CAN vs CUB,D,20100203,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D044,Fed Cup G1 RRA: BRA vs PUR,D,20100203,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D045,Fed Cup G1 RRA: BRA vs CUB,D,20100204,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D046,Fed Cup G1 RRA: PUR vs CUB,D,20100205,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D047,Fed Cup G1 RRB: PAR vs COL,D,20100205,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D048,Fed Cup G1 RRB: COL vs CHI,D,20100204,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D049,Fed Cup G1 RRB: COL vs BOL,D,20100203,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D050,Fed Cup G1 RRB: PAR vs CHI,D,20100203,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D051,Fed Cup G1 RRB: PAR vs BOL,D,20100204,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D052,Fed Cup G1 RRB: CHI vs BOL,D,20100205,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D053,Fed Cup G1 RRA: ISR vs SLO,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D054,Fed Cup G1 RRA: ISR vs NED,D,20100205,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D055,Fed Cup G1 RRA: ISR vs BUL,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D056,Fed Cup G1 RRA: SLO vs NED,D,20100204,Hard,4,2,3:2,2,0,2,0,0,0,2,6,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D057,Fed Cup G1 RRA: SLO vs BUL,D,20100205,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D058,Fed Cup G1 RRA: NED vs BUL,D,20100203,Hard,4,2,3:2,2,0,2,0,0,0,2,6,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D059,Fed Cup G1 RRB: POR vs CRO,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D060,Fed Cup G1 RRB: CRO vs SUI,D,20100205,Hard,4,2,3:2,2,0,1,1,0,0,0,7,0:1,deciding_set_tiebreak_at_6_all_length_unknown,1 deciding set(s) ended 7-6; the score string does not say whether the tiebreak was first to 7 or first to 10
2010,2010-D061,Fed Cup G1 RRB: CRO vs ROU,D,20100204,Hard,4,2,3:2,2,0,1,1,0,0,0,7,2:1,deciding_set_tiebreak_at_6_all_length_unknown,1 deciding set(s) ended 7-6; the score string does not say whether the tiebreak was first to 7 or first to 10
2010,2010-D062,Fed Cup G1 RRB: POR vs SUI,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D063,Fed Cup G1 RRB: POR vs ROU,D,20100205,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D064,Fed Cup G1 RRB: SUI vs ROU,D,20100203,Hard,4,2,3:2,2,0,2,0,0,0,2,6,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D065,Fed Cup G1 RRC: SWE vs DEN,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D066,Fed Cup G1 RRC: SWE vs HUN,D,20100205,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D067,Fed Cup G1 RRC: SWE vs LAT,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D068,Fed Cup G1 RRC: DEN vs HUN,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D069,Fed Cup G1 RRC: DEN vs LAT,D,20100205,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D070,Fed Cup G1 RRC: HUN vs LAT,D,20100203,Hard,4,2,3:2,2,0,1,0,0,0,1,7,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D071,Fed Cup G1 RRD: BLR vs AUT,D,20100203,Hard,4,2,3:1|5:1,1,1,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D072,Fed Cup G1 RRD: BLR vs GBR,D,20100205,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D073,Fed Cup G1 RRD: BLR vs BIH,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D074,Fed Cup G1 RRD: AUT vs GBR,D,20100204,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D075,Fed Cup G1 RRD: AUT vs BIH,D,20100205,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D076,Fed Cup G1 RRD: GBR vs BIH,D,20100203,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D077,Fed Cup G1 PO: JPN vs TPE,D,20100206,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D078,Fed Cup G1 PO: KOR vs KAZ,D,20100206,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D079,Fed Cup G1 PO: NZL vs THA,D,20100206,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D080,Fed Cup G1 PO: INA vs UZB,D,20100206,Hard,4,2,3:1|5:1,1,1,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D081,Fed Cup G2 PO: IND vs KGZ,D,20100206,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D082,Fed Cup G2 PO: MAS vs HKG,D,20100206,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D083,Fed Cup G2 PO: SIN vs PHI,D,20100206,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D084,Fed Cup G1 PO: POR vs BUL,D,20100206,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D085,Fed Cup G1 PO: LAT vs BIH,D,20100206,Hard,4,2,3:2,2,0,1,1,0,0,0,7,5:1,deciding_set_tiebreak_at_6_all_length_unknown,1 deciding set(s) ended 7-6; the score string does not say whether the tiebreak was first to 7 or first to 10
2010,2010-D086,Fed Cup G1 PO: AUT vs SWE,D,20100206,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D087,Fed Cup G1 PO: SUI vs SLO,D,20100206,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D088,Fed Cup G1 PO: GBR vs NED,D,20100206,Hard,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D089,Fed Cup G1 PO: HUN vs ROU,D,20100206,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D090,Fed Cup G1 PO: ISR vs DEN,D,20100206,Hard,4,2,3:1|5:1,1,1,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D091,Fed Cup G1 PO: BLR vs CRO,D,20100206,Hard,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D092,Fed Cup G1 PO: CAN vs COL,D,20100206,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D093,Fed Cup G1 PO: PAR vs BRA,D,20100206,Clay,4,2,3:2,2,0,2,0,0,0,2,6,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D094,Fed Cup G1 PO: CUB vs CHI,D,20100206,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D095,Fed Cup G1 PO: PUR vs BOL,D,20100206,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D096,Fed Cup G2 RRA: BAH vs DOM,D,20100423,Clay,4,2,3:1|5:1,1,1,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D097,Fed Cup G2 RRA: BAH vs TRI,D,20100420,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D098,Fed Cup G2 RRA: ECU vs BAH,D,20100419,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D099,Fed Cup G2 RRA: BAH vs CRC,D,20100421,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D100,Fed Cup G2 RRA: DOM vs TRI,D,20100421,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D101,Fed Cup G2 RRA: ECU vs DOM,D,20100422,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D102,Fed Cup G2 RRA: DOM vs CRC,D,20100419,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D103,Fed Cup G2 RRA: ECU vs TRI,D,20100423,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D104,Fed Cup G2 RRA: TRI vs CRC,D,20100422,Clay,4,2,3:2,2,0,2,0,0,0,2,6,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D105,Fed Cup G2 RRA: ECU vs CRC,D,20100420,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D106,Fed Cup G2 RRB: GUA vs MEX,D,20100420,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D107,Fed Cup G2 RRB: GUA vs PER,D,20100421,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D108,Fed Cup G2 RRB: GUA vs PAN,D,20100419,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D109,Fed Cup G2 RRB: GUA vs BER,D,20100423,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D110,Fed Cup G2 RRB: MEX vs PER,D,20100423,Clay,4,2,3:2,2,0,2,0,0,0,2,6,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D111,Fed Cup G2 RRB: MEX vs PAN,D,20100422,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D112,Fed Cup G2 RRB: MEX vs BER,D,20100419,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D113,Fed Cup G2 RRB: PER vs PAN,D,20100420,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D114,Fed Cup G2 RRB: PER vs BER,D,20100422,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D115,Fed Cup G2 RRB: PAN vs BER,D,20100421,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D116,Fed Cup G3 RRA: EGY vs TUR,D,20100421,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D117,Fed Cup G3 RRA: TUR vs MDA,D,20100422,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D118,Fed Cup G3 RRA: EGY vs MDA,D,20100423,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D119,Fed Cup G3 RRB: MAR vs IRL,D,20100422,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D120,Fed Cup G3 RRB: MAR vs MLT,D,20100423,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D121,Fed Cup G3 RRB: MAR vs ALG,D,20100421,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D122,Fed Cup G3 RRB: IRL vs MLT,D,20100421,Clay,4,2,3:2,2,0,1,0,0,0,1,6,,not_observable_no_deciding_set_reached_6_all,"1 deciding set(s), none reached 6-6"
2010,2010-D123,Fed Cup G3 RRB: IRL vs ALG,D,20100423,Clay,4,2,3:2,2,0,2,0,0,0,2,6,,not_observable_no_deciding_set_reached_6_all,"2 deciding set(s), none reached 6-6"
2010,2010-D124,Fed Cup G3 RRB: MLT vs ALG,D,20100422,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D125,Fed Cup G2 PO: ECU vs MEX,D,20100424,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D126,Fed Cup G2 PO: PER vs BAH,D,20100424,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
2010,2010-D127,Fed Cup G3 PO: EGY vs MAR,D,20100424,Clay,4,2,3:2,2,0,0,0,0,0,0,0,,not_observable_no_deciding_set_played,no completed match reached a deciding set
